experiment_name,fold,best_val_acc,train_losses,val_losses,test_acc
exp3_3_deep,1,82.0,"[2.189033875098595, 1.9182473971293523, 1.649985359265254, 1.320481300354004, 1.0242150930257945, 0.7985316514968872, 0.6097917235814608, 0.4427018463611603, 0.3148344491536801, 0.21559391801173872, 0.14321259036660194, 0.09449303350769557, 0.06506488300286807, 0.0462503582239151, 0.03470644498100647, 0.025888865240491353, 0.020699876002394237, 0.01662940367196615, 0.014292338648094581, 0.010760154575109482, 0.008777458901302172]","[2.1042943596839905, 1.9301764965057373, 1.6975328624248505, 1.4291744828224182, 1.2651985436677933, 1.1433520168066025, 0.9821998924016953, 0.859468087553978, 0.7754403501749039, 0.7573179453611374, 0.7410592436790466, 0.7209319174289703, 0.6993908435106277, 0.7148750200867653, 0.7200397253036499, 0.7419418618083, 0.7533344998955727, 0.7533198371529579, 0.7709802761673927, 0.7786886543035507, 0.7849316447973251]",
exp3_3_deep,2,83.0,"[2.2402148980360765, 1.9546911441362822, 1.6533853182425866, 1.338077609355633, 1.0311789971131544, 0.8059138151315542, 0.6399968174787668, 0.4913569184450003, 0.37385764488807094, 0.2758259383531717, 0.20060493969000304, 0.15431386404312575, 0.10774624347686768, 0.08224515101084343, 0.059988008525509104, 0.03782288357615471, 0.033630087541846126, 0.029768155314601384, 0.031042479838316258, 0.019344712822483137, 0.026220302240779765, 0.015608495065512566, 0.014440108054819016, 0.011004032459683143, 0.01109761270121313, 0.010684059108965673, 0.01302734099758359, 0.005461254479506841, 0.010103867998203406]","[2.1153260469436646, 1.9370213747024536, 1.7466179132461548, 1.5786851942539215, 1.46171835064888, 1.3837028592824936, 1.2729476690292358, 1.1631465703248978, 1.0549917295575142, 0.9766107052564621, 0.9814963340759277, 0.9719924181699753, 1.0495349019765854, 1.0168480202555656, 1.1136031299829483, 1.0885949581861496, 1.1511838510632515, 1.217871017754078, 1.202610343694687, 1.409130111336708, 1.1964348629117012, 1.2210020124912262, 1.245485857129097, 1.256994977593422, 1.2663943693041801, 1.2906554341316223, 1.3223132714629173, 1.2854921743273735, 1.334465153515339]",
exp3_3_deep,3,78.5,"[2.2232542771559496, 1.9293316052510188, 1.601212712434622, 1.304610252380371, 1.0455813728846037, 0.7799330422511468, 0.6128969651002151, 0.45118648501542896, 0.32636455962291133, 0.22698858151069054, 0.15680192410945892, 0.10619579628109932, 0.07139016315340996, 0.048145764149152316, 0.0329265259206295, 0.024900915745932322, 0.0187223947678621, 0.014999339285378274, 0.011759215034544468, 0.01033279923005746]","[2.1536488234996796, 1.9490158259868622, 1.7696870863437653, 1.5668726414442062, 1.399696335196495, 1.2419834434986115, 1.1701573431491852, 1.1080978512763977, 1.0980496555566788, 1.1250128895044327, 1.1869346648454666, 1.2118052393198013, 1.2732082158327103, 1.3175715804100037, 1.3241814821958542, 1.3631355315446854, 1.4495352655649185, 1.4051502048969269, 1.5065022855997086, 1.4966048747301102]",
exp3_3_deep,4,87.0,"[2.268625882955698, 2.091930233515226, 1.822399872999925, 1.5234730885579035, 1.1939559624745295, 0.8831741167948797, 0.6417774237119235, 0.5007726641801687, 0.385529019511663, 0.2839474253929578, 0.21628319185513717, 0.16012862897836244, 0.12145165927135028, 0.09206787754709904, 0.06631769727055843, 0.04923842761379022, 0.03989997706734217, 0.03230412419025715]","[2.241556465625763, 2.0411497354507446, 1.751161515712738, 1.4596455991268158, 1.193047285079956, 0.9299833625555038, 0.8277817219495773, 0.7339074611663818, 0.6427435278892517, 0.6716996356844902, 0.5773579031229019, 0.6409876272082329, 0.6071073785424232, 0.6244196593761444, 0.6353821307420731, 0.6081252321600914, 0.6134642362594604, 0.6388437375426292]",
exp3_3_deep,5,80.40201005025126,"[2.226141306070181, 1.9534257833774273, 1.6708305523945735, 1.3682655462851891, 1.0608792901039124, 0.7956219544777503, 0.625822493663201, 0.45825789066461414, 0.33198794493308437, 0.24871844626390016, 0.1798934959448301, 0.12858319282531738, 0.10328328638122632, 0.07424182158250076, 0.05661596988256161, 0.04200363674989113, 0.03707737432649502, 0.02906691411939951, 0.042241131456998676, 0.019522406447392244, 0.026530947392949693, 0.016774565984423343, 0.01445187022909522, 0.01646481819737416, 0.014803973850435935, 0.01160769105459062, 0.01198709630765594]","[2.1470528542995453, 1.9603358507156372, 1.7304485738277435, 1.4788621962070465, 1.2712539434432983, 1.0865024626255035, 0.9873567074537277, 0.8946907669305801, 0.8161799162626266, 0.8008549213409424, 0.7442096397280693, 0.728410467505455, 0.7527609318494797, 0.7431230843067169, 0.7446252927184105, 0.7535337060689926, 0.7444945201277733, 0.7698772326111794, 0.7868594489991665, 0.8001433610916138, 0.7751900963485241, 0.7942121848464012, 0.8102996721863747, 0.8173439502716064, 0.8164223060011864, 0.81157486140728, 0.8222666829824448]",
exp4_1_dropout,1,87.5,"[2.2021324634552, 1.8413349390029907, 1.5571115108636708, 1.2981448356921856, 1.105617385644179, 0.9642832646003137, 0.7594576340455276, 0.6471111086698679, 0.5210609229711386, 0.4457880396109361, 0.3497744959134322, 0.25735539771043336, 0.2120604096696927, 0.1993193867114874, 0.1370901826482553, 0.1320426555780264, 0.08861160106383838, 0.08325704359091245, 0.0726871142307153, 0.07374218650735341, 0.06850430799218324]","[2.0921520590782166, 1.8465195298194885, 1.5475707352161407, 1.3804229646921158, 1.1801739484071732, 1.1037069708108902, 0.8683672249317169, 0.840170606970787, 0.7661483436822891, 0.7690194770693779, 0.6989049464464188, 0.6717478334903717, 0.6797358617186546, 0.6364514157176018, 0.6065439507365227, 0.645455926656723, 0.6617977768182755, 0.6165244281291962, 0.6335888877511024, 0.6183837130665779, 0.5802483484148979]",
exp4_1_dropout,2,83.5,"[2.2435633219205418, 1.9056375851997962, 1.5701004908635066, 1.266293846643888, 1.0298016713215754, 0.9051976387317364, 0.7126001899059002, 0.6369344385770651, 0.4936930560148679, 0.39619681239128113, 0.3663235971560845, 0.2867895857645915, 0.21844065361298048, 0.195816675057778, 0.15104928612709045, 0.16362235981684464, 0.11296677961945534, 0.08312281765616857, 0.08878175025949112, 0.0634649874499211, 0.06270731870944683]","[2.038134664297104, 1.6808457672595978, 1.3760972619056702, 1.2439704239368439, 1.100061610341072, 1.0527161061763763, 0.9499787837266922, 0.9708494022488594, 0.8728044852614403, 0.9334555193781853, 0.8949969112873077, 0.8264315873384476, 0.8883591964840889, 0.8905521631240845, 0.9430864006280899, 0.9321119636297226, 0.923132099211216, 1.007960818707943, 1.0793366506695747, 1.0561785697937012, 1.1073208302259445]",
exp4_1_dropout,3,82.0,"[2.2252449622521033, 1.8612760855601385, 1.5672220450181227, 1.3195948325670683, 1.1056954860687256, 0.8813055524459252, 0.706529227586893, 0.6083833047976861, 0.4471645332299746, 0.3641939117358281, 0.2959447354078293, 0.24961512363873994, 0.18348312435241845, 0.15430074099164742, 0.1250684095116762, 0.11158219438332778, 0.08568269931353055, 0.08214725697269806, 0.06615711490695293]","[2.081993341445923, 1.7963707447052002, 1.550992727279663, 1.2898129522800446, 1.1474041491746902, 1.0518900901079178, 1.1425768733024597, 0.9155508130788803, 0.9927511885762215, 0.9896891415119171, 0.9910709708929062, 0.9207864180207253, 1.0470948219299316, 1.0439494997262955, 1.0197930932044983, 1.1212637722492218, 1.4155640453100204, 1.3163447380065918, 1.218652755022049]",
exp4_1_dropout,4,87.0,"[2.2086859941482544, 1.857964066358713, 1.635013195184561, 1.4149603018393884, 1.1576951100276067, 0.9897142694546626, 0.7786286931771499, 0.622882407445174, 0.5352563284910642, 0.43811450325525725, 0.34311782396756685, 0.2966849230802976, 0.19748701384434333, 0.19422558695077896, 0.14260655068434203, 0.16471380797716287, 0.126004203580893, 0.10490331741479728, 0.10123041787972817, 0.07880836782547143, 0.0672264895760096, 0.07643927519138043, 0.06406842014537407, 0.04817809494068989, 0.05504838420221439]","[2.022089660167694, 1.7751275599002838, 1.5727455019950867, 1.373487651348114, 1.173806056380272, 1.0673315972089767, 0.8816680461168289, 0.8363988921046257, 0.77366703748703, 0.7029490023851395, 0.6419964283704758, 0.6535927429795265, 0.6544399708509445, 0.6386906057596207, 0.6856067031621933, 0.7606420144438744, 0.7813703790307045, 0.8216186538338661, 0.8515222817659378, 0.7716298997402191, 0.9380186572670937, 0.8969476744532585, 0.8735700771212578, 0.9366246983408928, 0.974540963768959]",
exp4_1_dropout,5,82.41206030150754,"[2.2114574175614576, 1.9379519957762499, 1.645450390302218, 1.337817439666161, 1.1654552588096032, 0.9281760454177856, 0.7809329766493577, 0.6711494189042312, 0.5591969879773947, 0.47660569044259876, 0.3687210896840462, 0.3306279113659492, 0.2667995198414876, 0.2105577989266469, 0.1556638290102665, 0.14241966089377037, 0.12299038842320442, 0.11009058814782363, 0.09353051148355007, 0.09178450187811485, 0.10004639367644604, 0.07126586726651742, 0.07540575701456803, 0.06898734217079786, 0.05640957676447355, 0.07057728073917903, 0.04942893093595138, 0.045256452778211005, 0.048712349926623016, 0.04178330732079653, 0.048529645714622274]","[2.1242313981056213, 1.873671531677246, 1.5908435881137848, 1.3061623573303223, 1.12250916659832, 1.0819102227687836, 0.8813599497079849, 0.8557852357625961, 0.7728401273488998, 0.7433614656329155, 0.6796576231718063, 0.680127814412117, 0.6562197208404541, 0.6384905874729156, 0.679602786898613, 0.7286853417754173, 0.6923695579171181, 0.7618868798017502, 0.68841203302145, 0.6329160109162331, 0.7057055979967117, 0.7242407351732254, 0.7202091217041016, 0.6996500790119171, 0.7275669351220131, 0.7808985561132431, 0.7975641563534737, 0.7628781870007515, 0.7374551668763161, 0.7673881575465202, 0.8371013551950455]",
exp4_2_dropout,1,88.5,"[2.2558831801781287, 2.1138837245794444, 2.0021941661834717, 1.8713261439250066, 1.7196814096890962, 1.6345538451121404, 1.4492966945354755, 1.3810507792692919, 1.2143569726210375, 1.2001302792475774, 1.075054718897893, 1.0117809038895826, 0.9132290803469144, 0.8268358753277705, 0.7753600478172302, 0.7259976955560538, 0.6615291788027837, 0.6408295952356778, 0.5796381601920495, 0.5201687147984138, 0.5089012201015766, 0.5043803866092975, 0.44481412722514224, 0.3912586019589351, 0.37342312932014465, 0.3375716954469681, 0.30183075024531436, 0.27535165731723493, 0.2764535936025473, 0.24712030016458952, 0.2664242810927905, 0.22269826439710763, 0.23329152625340682, 0.2112927224773627, 0.20601450709196237, 0.19735690693442637, 0.18818346697550553]","[2.219596028327942, 2.123044341802597, 1.984432876110077, 1.848537415266037, 1.7072683572769165, 1.606416791677475, 1.4447037875652313, 1.3564821779727936, 1.3377865552902222, 1.2295072823762894, 1.2014250308275223, 1.1666842103004456, 1.0122579038143158, 0.9368231445550919, 0.9470927938818932, 0.8712371736764908, 0.8426044434309006, 0.864195741713047, 0.8474379330873489, 0.807507261633873, 0.8134678602218628, 0.7534133568406105, 0.7510860562324524, 0.780508928000927, 0.7977277413010597, 0.658201314508915, 0.7560869380831718, 0.7329460084438324, 0.7590108960866928, 0.6605257540941238, 0.6187565848231316, 0.6538512855768204, 0.9463801309466362, 0.8922659084200859, 0.7920067831873894, 0.8545859456062317, 0.8458035215735435]",
exp4_2_dropout,2,80.5,"[2.2689168453216553, 2.1255098489614634, 1.9522317006037786, 1.8318966993918786, 1.6754491054094756, 1.5084904248897846, 1.4290767174500685, 1.3214260523135846, 1.2378791295565093, 1.1421687190349286, 1.0676846687610333, 0.9842648827112638, 0.9302100951854999, 0.8226982584366431, 0.7623205139086797, 0.7155764102935791, 0.6357314701263721, 0.5658338207464951, 0.5146960088839898, 0.49027456228549665, 0.44927125252210176, 0.41471972832312953, 0.40179280134347767, 0.32836830845245946, 0.3015683534053656, 0.26680432718533736, 0.3040511470574599, 0.25974344232907665]","[2.1808868050575256, 1.9558843076229095, 1.8034965991973877, 1.7089431881904602, 1.6086522936820984, 1.5090919435024261, 1.4449999928474426, 1.385286122560501, 1.3082096725702286, 1.247109293937683, 1.221642479300499, 1.1718854159116745, 1.1528653651475906, 1.1011535227298737, 1.120651662349701, 1.130039170384407, 1.0844990909099579, 1.1285212934017181, 1.0824436247348785, 1.1402064934372902, 1.1139715239405632, 1.1601760983467102, 1.1722050309181213, 1.279797613620758, 1.1573449969291687, 1.3733998909592628, 1.2672159969806671, 1.3316577225923538]",
exp4_2_dropout,3,82.5,"[2.254847838328435, 2.092641096848708, 1.9255484709372888, 1.783743638258714, 1.7118083513700044, 1.5201743932870717, 1.3896342240847075, 1.2975103580034697, 1.180111554952768, 1.1187334335767305, 0.9857000891978924, 0.9092552295097938, 0.8066731003614572, 0.7435052532416123, 0.6866662089641278, 0.6305081248283386, 0.5582517843980056, 0.49243796788729155, 0.4864197006592384, 0.4752336878042955, 0.4028371148384534, 0.394150055371798, 0.32004668850165147, 0.32960971846030307, 0.2784631745173381, 0.25805633343183076, 0.21072562497395736, 0.2031518048965014, 0.23338197687497506]","[2.162679433822632, 1.9937889277935028, 1.8421603441238403, 1.6959665715694427, 1.6162845492362976, 1.4896451532840729, 1.3487860411405563, 1.2906843721866608, 1.2452825605869293, 1.1969752311706543, 1.1008568406105042, 1.148702710866928, 1.0928265452384949, 1.011251986026764, 1.1310032606124878, 1.1824253052473068, 1.1086638271808624, 1.1826271414756775, 1.1700898185372353, 1.2106822282075882, 1.2114546298980713, 1.2354377210140228, 1.3503179401159286, 1.3443213403224945, 1.3949281573295593, 1.4889235198497772, 1.471492052078247, 1.5347444415092468, 1.6234867721796036]",
exp4_2_dropout,4,88.0,"[2.2730890604165883, 2.134161142202524, 1.9774733506716216, 1.7923560784413264, 1.6393015109575713, 1.5162551678144014, 1.3724757249538715, 1.247223987029149, 1.1761214320476239, 1.112637657385606, 1.0133983217752898, 0.929321444951571, 0.9146968951592078, 0.792549743102147, 0.7430903453093308, 0.6635868732745831, 0.6162677544813889, 0.5625124573707581, 0.568932097691756, 0.5217197285248683, 0.45395323634147644, 0.39736611109513503, 0.4275282025337219, 0.3311964044204125, 0.33448202908039093, 0.3118488502043944, 0.30550418908779436, 0.2982330173254013, 0.27357996656344485, 0.26982616690488964]","[2.2310465574264526, 2.00421679019928, 1.7704244554042816, 1.5809133350849152, 1.4404818415641785, 1.3459162265062332, 1.265660047531128, 1.1848327666521072, 1.13714799284935, 1.0572286248207092, 1.0670139789581299, 1.0169297009706497, 0.9041522890329361, 0.9494712874293327, 0.8716879412531853, 0.8300660029053688, 0.8190842941403389, 0.7916923835873604, 0.7728940099477768, 0.7782584503293037, 0.7845437005162239, 0.8261021114885807, 0.8193228915333748, 0.8882534950971603, 0.8323363922536373, 0.9037782736122608, 0.9134565591812134, 0.907245110720396, 0.806179367005825, 0.84421806037426]",
exp4_2_dropout,5,82.41206030150754,"[2.2701064439920278, 2.161253103843102, 2.0463587504166822, 1.9411560663810143, 1.7942167520523071, 1.6527047799183772, 1.5507806356136615, 1.462205565892733, 1.3259128515536969, 1.2440531162115245, 1.1236382677004888, 1.0340990882653456, 0.903587098305042, 0.7696542969116797, 0.7232970457810622, 0.6267969631231748, 0.5858487395139841, 0.5450239708790412, 0.5526061218518478, 0.45094239482512843, 0.4169464638599983, 0.36556596137010133, 0.3715575601045902, 0.31514748013936555, 0.3019858873807467, 0.2982481809762808, 0.25145324720786166, 0.2751452590410526, 0.259490681382326, 0.2697136585529034, 0.25443258766944593, 0.19400321061794573, 0.18459229171276093, 0.1773801027582242, 0.15816438713899025, 0.14978536504965562, 0.12763238039154273, 0.1396219661602607, 0.14979570588240257, 0.1396692954003811, 0.15556372902714288, 0.11155725098573245]","[2.222411274909973, 2.115450143814087, 1.9948659241199493, 1.8647521138191223, 1.7392069399356842, 1.6042652428150177, 1.5085826516151428, 1.4343600869178772, 1.3162696659564972, 1.2442992180585861, 1.174843430519104, 1.0447814911603928, 1.010718286037445, 0.91825070977211, 0.9261570870876312, 0.8472278267145157, 0.8053587079048157, 0.7739301025867462, 0.7908881157636642, 0.7827599793672562, 0.7162712067365646, 0.734452873468399, 0.728155717253685, 0.7643363326787949, 0.7265414446592331, 0.7122563868761063, 0.6628579348325729, 0.6963079422712326, 0.7245478928089142, 0.677849568426609, 0.6422176957130432, 0.7474469318985939, 0.6849092543125153, 0.6124491170048714, 0.6138389371335506, 0.637710940092802, 0.648708388209343, 0.6348956506699324, 0.6519382949918509, 0.6500672772526741, 0.6928444132208824, 0.7633654475212097]",
exp4_3_dropout,1,86.5,"[2.281751797749446, 2.22641266309298, 2.1463349232306848, 2.051267623901367, 1.991062696163471, 1.8732237815856934, 1.8621723009989812, 1.766444206237793, 1.7208558504398053, 1.6487063261178823, 1.6085730332594652, 1.501797685256371, 1.4579991102218628, 1.3908759080446684, 1.3407839720065777, 1.3007206137363727, 1.2163525452980628, 1.232341156556056, 1.1714651859723604, 1.0852084755897522, 1.059368174809676, 0.9836896474544818, 0.9874872015072749, 0.9150709922497089, 0.9020987840799185, 0.8844128067676837, 0.7744717460412246, 0.7421859823740445, 0.7404977954350985, 0.6645073913610898, 0.6724135325505183, 0.5941376502697284, 0.6150415333417746, 0.5844547473467313, 0.5810285806655884, 0.5148608661614932, 0.49839016795158386, 0.5024399780310117, 0.44353019961943996, 0.4547546299604269, 0.45675891408553493, 0.44328964902804446, 0.47119226363989025, 0.42174779451810396, 0.3546478519072899, 0.3864670006128458, 0.3600432907159512, 0.36759882133740646, 0.3829563179841408, 0.3277090730575415]","[2.2615460753440857, 2.1872194409370422, 2.091768831014633, 2.0006156265735626, 1.9323180317878723, 1.8625672459602356, 1.8126405775547028, 1.7477280795574188, 1.6774155497550964, 1.6189450025558472, 1.5522233247756958, 1.4680816531181335, 1.408931091427803, 1.372735857963562, 1.3343126326799393, 1.323933184146881, 1.2772379517555237, 1.2212737053632736, 1.179202914237976, 1.1460232809185982, 1.13522607088089, 1.1078760027885437, 1.1285591125488281, 1.0354018732905388, 1.0225132405757904, 1.0453207343816757, 0.9981884136795998, 0.9398846924304962, 0.882301814854145, 0.794465996325016, 0.7903918549418449, 0.8850504457950592, 0.8349913135170937, 0.9290900006890297, 0.8555411025881767, 0.7543402165174484, 0.7218610569834709, 0.7480216473340988, 0.7642024084925652, 0.91676364839077, 0.8152743428945541, 0.7490598261356354, 0.7557377815246582, 0.8049682229757309, 0.6503224894404411, 0.8071011230349541, 0.9032990634441376, 0.8519439622759819, 0.7749551609158516, 0.7718424871563911]",
exp4_3_dropout,2,82.5,"[2.295533198576707, 2.251196366090041, 2.17302052791302, 2.0514450073242188, 1.9764243272634654, 1.8851548066506019, 1.8020932307610145, 1.7433914037851186, 1.6657731808148897, 1.598176305110638, 1.4636072378892164, 1.411480344258822, 1.4096675194226778, 1.317131024140578, 1.242587502186115, 1.2094205205257123, 1.1613152944124663, 1.1214729730899518, 1.0598473640588613, 1.0050280415094817, 0.9591427399561956, 0.9047238459953895, 0.9148958921432495, 0.7808454632759094, 0.788516145486098, 0.683100707255877, 0.6822715539198655, 0.7153391104478103, 0.6093352482869074, 0.6505718643848712, 0.5541554230910081, 0.5947950940865737, 0.5197034615736741, 0.5385290751090417, 0.5554301555340106, 0.4884743048594548, 0.4195434588652391, 0.40613136841700626, 0.3970616895418901, 0.3844450437105619, 0.37947032772577727, 0.3534939300555449, 0.3723476632283284, 0.3289988717207542, 0.3211142627092508]","[2.284758687019348, 2.2093666791915894, 2.091698259115219, 1.945581078529358, 1.8540420532226562, 1.7655887603759766, 1.6751709282398224, 1.6133195757865906, 1.5356980562210083, 1.4751099050045013, 1.4053339809179306, 1.381261482834816, 1.3064144551753998, 1.253212258219719, 1.2383880913257599, 1.2028468996286392, 1.1847294121980667, 1.1911775171756744, 1.2055622935295105, 1.1719343662261963, 1.1237967908382416, 1.188523769378662, 1.1783170253038406, 1.126858413219452, 1.101642832159996, 1.1044726967811584, 1.0675687938928604, 1.1069865375757217, 1.0933422446250916, 1.0595780238509178, 1.1082213446497917, 1.0294015929102898, 0.995532713830471, 1.0968538373708725, 1.103269100189209, 1.0637019276618958, 1.1132753416895866, 1.1010529771447182, 1.113375537097454, 1.1448305547237396, 1.156427524983883, 1.1711361706256866, 1.2403020188212395, 1.2416614815592766, 1.1812632754445076]",
